회사명,사업연도,감사인,감사의견,감사보고서 특기사항,강조사항 등,핵심감사사항
티사이언티픽,제20기(전전기),삼경회계법인,적정,-,해당사항 없음,
티씨케이,제25기(당기),삼일회계법인,적정,-,해당사항 없음,수익의 인식
티씨케이,제24기(전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
티씨케이,제23기(전전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
티앤알바이오팹,제 7 기(당기),태성회계법인,적정,-,,
티앤알바이오팹,제 6 기(전기),삼정회계법인,적정,-,,
티앤알바이오팹,제 5 기(전전기), 우리회계법인,적정,-,,
티에스넥스젠,제25기(당기),우리회계법인,적정,-,* 주1) 참조,
티에스넥스젠,제24기(전기),한경회계법인,적정,-,* 주2) 참조,
티에스넥스젠,제23기(전전기),한경회계법인,적정,-,* 주3) 참조,
티에스아이,제9기(당기),삼일회계법인,적정,-,,"수주사업(*3)
1.투입법에 따른 수익인식
2. 총계약원가 추정의 불확실성
3.계약자산의 회수가능성"
티에스아이,제8기(전기),우덕회계법인,적정(*1),-,재발행,
티에스아이,제7기(전전기),우덕회계법인,적정(*2),-,,
티에스엠텍,제23기(당기),안경회계법인,의견거절,-,감사보고서 참조,
티에스엠텍,제21기(전기),성도회계법인,의견거절,-,감사보고서 참조,
티에스엠텍,제20기(전전기),성도회계법인,의견거절,-,감사보고서 참조,
티에스이,제25기(당기),한미회계법인,적정,-,해당 사항 없음,
티에스이,제24기(전기),한미회계법인,적정,-,해당 사항 없음,
티에스이,제23기(전전기),한미회계법인,적정,-,해당 사항 없음,
티에스트릴리온,제13기(당기),신한회계법인,적정,-,해당사항없음,해당사항없음
티에스트릴리온,제12기(전기),신한회계법인,적정,-,해당사항없음,해당사항없음
티에스트릴리온,제11기(전전기),한미회계법인,적정,-,해당사항없음,해당사항없음
티에이치엔,제34기(당기),선일회계법인,적정,-,특기사항 없음,"1.수익인식의 적정성
2. 특수관계자 거래"
티에이치엔,제33기(전기),경신회계법인,적정,-,특기사항 없음,해당사항 없음
티에이치엔,제32기(전전기),경신회계법인,적정,-,특기사항 없음,해당사항 없음
티에이케이정보시스템,제 23 기,우리회계법인,적정,지적사항 없음,,
티에이케이정보시스템,제 22 기,삼일회계법인,적정,지적사항 없음,,
티에이케이정보시스템,제 21 기,삼일회계법인,적정,지적사항 없음,,
티엘아이,제22기(당기),대현회계법인,적정,-,,
티엘아이,제21기(전기),대현회계법인,적정,-,,
티엘아이,제20기(전전기),대현회계법인,적정,-,,
티움바이오,제4기(당기),삼일회계법인,적정,-,해당사항 없음,(주1)
티움바이오,제3기(전기),삼일회계법인,적정,-,해당사항 없음,(주1)
티움바이오,제2기(전전기),태성회계법인,적정,-,해당사항 없음,(주1)
티웨이항공,"2019년도 
제17기(당기)",적정,대성삼경회계법인,-,"코로나19의 확산으로 인한 여객 예약 취소 및 
신규 여행 수요 감소 등의 영향으로 수익 창출 및 
현금흐름과 관련된 불확실성이 확대",기준서 제1116호의 적용에 따른 회계처리의 변경
티웨이항공,"2018년도
제16기(전기)",적정,대성삼경회계법인,-,,
티웨이항공,"2017년도
제15기(전전기)",적정,신한회계법인,-,,주1)
티웨이홀딩스,제53기(당기),대성삼경회계법인,적정,-,"감사의견에는 영향을 미치지 않는 사항으로서
감사보고서 이용자는 주석 42에 주의를 기울
여야 할 필요가 있습니다. 주석 42에서 설명하고  있는 바와 같이, ""코로나바이러스감염증-19(이하, 코로나19)""의 확산 우려로 대한민국을 포함 하여 전 세계는 어려운 경제상황 및 코로나19 장기화에 대한 불확실성에 직면하고 있습니다. 연결회사내 종속회사의 주요 사업활동 기반인 항공업의 경우 코로나19의 확산으로 인한 여객예약 취소 및 신규 여행 수요 감소 등의 영향으로 수익 창출 및 현금흐름과 관련된 불확실성이 확대되고 있습니다. 그러나 이와 관련한 불확실성으로 인해 연결회사의 재무상태에 미칠 영향을 현재로서는 예측할 수 없으므로 연결회사의 재무제표에는 이로 인한 영향이반영되어 있지 않습니다.",
티웨이홀딩스,제52기(전기),대성삼경회계법인,적정,-,,
티웨이홀딩스,제51기(전전기),회계법인두레,적정,-,,
티케이지태광,제 40기(당기),삼덕회계법인,적정,-,해당사항 없음,해당사항 없음
티케이지태광,제 39기(전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
티케이지태광,제 38기(전전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
티케이지휴켐스,제18기(당기),삼정회계법인,적정,-,해당사항 없음,
티케이지휴켐스,제17기(전기),삼정회계법인,적정,-,해당사항 없음,
티케이지휴켐스,제16기(전전기),삼정회계법인,적정,-,해당사항 없음,
티케이케미칼,2019년(제13기),우리회계법인,적정,-,해당사항없음,"수주산업 핵심감사사항
특수관계자 거래 핵심감사사항"
티케이케미칼,2018년(제12기),우리회계법인,적정,-,해당사항없음,수주산업 핵심감사사항
티케이케미칼,2017년(제11기),안진회계법인,적정,-,해당사항없음,수주산업 핵심감사항목
티티씨디펜스,제3기(당기),삼도회계법인,의견거절,-,,
티티씨디펜스,제2기(전기),삼도회계법인,적정,-,,
티티씨디펜스,제1기(전전기),-,,-,,
티플랙스,제28기(당기),선진회계법인,공정,-,,
티플랙스,제27기(당기),선진회계법인,공정,-,,
티플랙스,제26기(전기),선진회계법인,공정,-,,
티피씨글로벌,제21기(당기),다산회계법인,적정,-,,
티피씨글로벌,제20기(전기),지평회계법인,적정,-,,
티피씨글로벌,제19기(전전기),지평회계법인,적정,-,,
틸론,제19기(당기),한미회계법인,적정,-,,
틸론,제18기(전기),한미회계법인,적정,-,,
틸론,제17기(전전기),한미회계법인,적정,-,,
팅크웨어,제 23 기(당기),삼덕회계법인,적정,-,해당사항 없음,재고자산의 실재성 및 평가
팅크웨어,제 22 기(전기),한영회계법인,적정,-,해당사항 없음,
팅크웨어,제 21 기(전전기),한영회계법인,적정,-,해당사항 없음,
파나진,제44기,우리 회계법인,적정,-,,
파나진,제43기,우리 회계법인,적정,-,,
파나진,제42기,우리 회계법인,적정,-,,
파나케이아,제26기(당기),예교지성회계법인,적정,-,"회사는 2019년 12월 31일과 2018년 12월 31일로 종료되는 양 보고기간에 순손실   22,519백만원과 16,684백만원이 발생하였습니다. 또한, 당기말 현재 보고기간 후   12개월 이내에 만기일이 도래하는 차입금 및 사채는 33,579백만원입니다. 이러한  사건이나 상황은 계속기업으로서의 존속능력에 유의적 의문을 제기할 만한 중요한 불확실성이 존재함을 나타냅니다. 우리의 의견은 이 사항으로부터 영향을 받지 아니합니다.",해당사항없음
파나케이아,제25기(전기),지성회계법인,적정,-,해당사항없음,해당사항없음
파나케이아,제24(전전기),지성회계법인,적정,-,해당사항없음,해당사항없음
파라다이스,제49기(당기),삼일회계법인,적정,-,"보고기간 말 이후
 ""코로나바이러스감염증-19""의 확산에 
따른 경영실적의 불확실성 증대(주1)",영업권의 손상평가(주1)
파라다이스,제48기(전기),삼일회계법인,적정,-,,
파라다이스,제47기(전전기),삼일회계법인,적정,-,,
파라텍,제47기(당기),삼정회계법인,적정,-,,
파라텍,제46기(전기),삼정회계법인,적정,-,,
파라텍,제45기(전전기),삼정회계법인,적정,-,,
파로스젠,제06기(당기),참회계법인,적정,-,해당사항 없음,해당사항 없음
파로스젠,제05기(전기),참회계법인,적정,-,해당사항 없음,해당사항 없음
파로스젠,제04기(전전기),참회계법인,적정,-,해당사항 없음,해당사항 없음
파루,제25기(당기),정동회계법인,적정,-,해당사항 없음,해당사항 없음
파루,제24기(전기),정동회계법인,적정,-,해당사항 없음,해당사항 없음
파루,제23기(전전기),정동회계법인,적정,-,해당사항 없음,해당사항 없음
파마리서치,제19기(당기),대주회계법인,적정,-,,영업권의 회수가능가액 검토
파마리서치,제18기(전기),삼덕회계법인,적정,-,,
파마리서치,제17기(전전기),삼덕회계법인,적정,-,,
파마리서치바이오,제11기(당기),대주회계법인,적정,-,한국채택국제회계기준의 최초채택 (*),
파마리서치바이오,제10기(전기),오현회계법인,적정,-,,
파마리서치바이오,제9기(전전기),한경회계법인,적정,-,,
파멥신,제12기(당기),우리회계법인,적정,-,,
파멥신,제11기(전기),삼정회계법인,적정,-,,
파멥신,제10기(전전기),삼정회계법인,적정,-,,
파미셀,제52기(당기),신승회계법인,적정,-,,해당사항없음
파미셀,제51기(전기),신승회계법인,적정,-,,특기사항 요약표 참조
파미셀,제50기(전전기),신승회계법인,적정,-,,해당사항없음
파버나인,제23기(당기),삼덕회계법인,적정,-,,
파버나인,제22기(전기),삼덕회계법인,적정,-,,
파버나인,제21기(전전기),삼덕회계법인,적정,-,,
파세코,제34기(당기),대현회계법인,적정,-,,
파세코,제33기(전기),대현회계법인,적정,-,,
파세코,제32기(전전기),대현회계법인,적정,-,,
파수,제20기(당기),대주회계법인,적정,-,,
파수,제19기(전기),대주회계법인,적정,-,,
파수,제18기(전전기),대주회계법인,적정,-,,
파워넷,제 27 기(당기),정진세림회계법인,적정,-,,
파워넷,제 26 기(전기),세림 회계법인,적정,-,,
파워넷,제 25 기(전전기),삼정 회계법인,적정,-,금융감독원 지정,
파워로직스,제23기(당기),삼덕회계법인,적정,-,해당사항 없음,재고자산 평가
파워로직스,제22기(전기),삼덕회계법인,적정,-,해당사항 없음,　-
파워로직스,제21기(전전기),삼덕회계법인,적정,-,해당사항 없음,　-
파워풀엑스,제6기(당기),삼덕회계법인,적정,-,,
파워풀엑스,제5기(전기),삼덕회계법인,적정,-,,
파워풀엑스,제4기(전전기),삼덕회계법인,적정,-,,
파이널데이터,제21기(당기),삼덕회계법인,적정,-,,
파이널데이터,제20기(전기),삼덕회계법인,적정,-,,
파이널데이터,제19기(전전기),삼덕회계법인,적정,-,,
파이오링크,제20기(당기),삼정회계법인,적정,-,,
파이오링크,제19기(전기),삼정회계법인,적정,-,,
파이오링크,제18기(전전기),삼정회계법인,적정,-,,
파인디앤씨,-,-,,-,,
파인디앤씨,-,-,,-,,
파인디앤씨,-,-,,-,,
파인디지털,제28기(당기),신한회계법인,적정,-,해당사항 없음,비시장성 자산평가의 적정성
파인디지털,제27기(전기),신한회계법인,적정,-,해당사항 없음,해당사항 없음
파인디지털,제26기(전전기),신한회계법인,적정,-,해당사항 없음,해당사항 없음
파인테크닉스,제11기(당기),삼일회계법인,예외사항없음,-,,"종속기업투자
손상평가"
파인테크닉스,제10기(전기),삼일회계법인,예외사항없음,-,내부회계관리제도 비적정의견,
파인테크닉스,제9기(전전기),삼일회계법인,예외사항없음,-,,
파인텍,-,-,,-,,
파인텍,-,-,,-,,
파인텍,-,-,,-,,
파주에너지서비스,제 9 기(당기),삼일회계법인,적정,-,,
파주에너지서비스,제 8 기(전기),삼일회계법인,적정,-,,
파주에너지서비스,제 7 기(전전기),삼일회계법인,적정,-,,
파커스,제33기 (당기),인덕회계법인,적정,-,,
파커스,제32기 (전기),인덕회계법인,적정,-,,
파커스,제31기 (전전기),인덕회계법인,적정,-,,
파크시스템스,제23기 (당기),다산회계법인,적정,-,특기사항 없음,특기사항 없음
파크시스템스,제22기(전기),다산회계법인,적정,-,특기사항 없음,특기사항 없음
파크시스템스,제21기(전전기),다산회계법인,적정,-,특기사항 없음,특기사항 없음
파트론,제17기(당기),삼덕회계법인,적정,-,해당사항 없음,"- 경영진이 손상징후를 파악하고 사용가치를 추정하는 절차를 이해하고 평가- 미래현금 추정에 사용된 기초자료가 경영진이 승인한 사업계획과 일치하는지 검토- 사용가치 산정시 사용된 영업이익률 및 할인율 등 주요 가정에 대하여 
   회사의 과거   성과, 시장상황과 비교하여 일관성이 있는지 확인"
파트론,제16기(전기),삼덕회계법인,적정,-,해당사항 없음,해당사항 없음
파트론,제15기(전전기),삼덕회계법인,적정,-,해당사항 없음,해당사항 없음
팍스넷,제21기 (당기),신우회계법인,의견거절,-,주1),
팍스넷,제20기 (전기),신우회계법인,적정,-,해당사항 없음,
팍스넷,제19기 (전전기),신우회계법인,적정,-,해당사항 없음,
팍스넷경제티브이,제 6 기(당기),대주회계법인,적정,-,해당사항 없음,
팍스넷경제티브이,제 5 기(전기),대주회계법인,적정,-,해당사항 없음,
팍스넷경제티브이,제 4 기(전전기),대주회계법인,적정,-,해당사항 없음,
판도라티비,제21기(당기),회계법인길인,적정,-,해당사항 없음,해당사항 없음
판도라티비,제20기(전기),회계법인길인,적정,-,해당사항 없음,해당사항 없음
판도라티비,제19기(전전기),회계법인길인,적정,-,해당사항 없음,해당사항 없음
판타지오,제29기 (당기),성도이현회계법인,적정,-,,
판타지오,제28기 (전기),이현회계법인,적정,-,,
판타지오,제27기 (전전기),이현회계법인,적정,-,,
팜스빌,제20기(당기),대주회계법인,적정,-,,
팜스빌,제19기(전기),한울회계법인,적정,-,,
팜스빌,제18기(전전기),한일회계법인,적정,-,,
팜스코,제21기(당기),삼일회계법인,적정,-,"""해당사항 없음""",농업회사법인㈜팜스코바이오인티 손상검사
팜스코,제20기(전기),삼일회계법인,적정,-,"""해당사항 없음""",
팜스코,제19기(전전기),한영회계법인,적정,-,"""해당사항 없음""",
팜스토리,제29기(당기),신우회계법인,적정,-,해당사항 없음,
팜스토리,제28기(전기),신우회계법인,적정,-,해당사항 없음,
팜스토리,제27기(전전기),신우회계법인,적정,-,해당사항 없음,
팜젠사이언스,제54기(당기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
팜젠사이언스,제53기(전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
팜젠사이언스,제52기(전전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
팜한농,제10 기(당기),삼일회계법인,적정,-,"한국채택국제회계기준에
위배되어 작성되었다는점이
발견되지 아니함",해당사항 없음
팜한농,제 9 기(전기),삼정회계법인,적정,-,,해당사항 없음
팜한농,제 8 기(전전기),삼정회계법인,적정,-,,해당사항 없음
팡스카이,제8기(당기),이촌회계법인,적정,-,해당사항없음,해당사항없음
팡스카이,제7기(전기),삼일회계법인,적정,-,해당사항없음,해당사항없음
팡스카이,제6기(전전기),오성회계법인,적정,-,해당사항없음,해당사항없음
패션플랫폼,-,-,,-,,
패션플랫폼,-,-,,-,,
패션플랫폼,-,-,,-,,
팬스타엔터프라이즈,제25기(당기),회계법인 원지,적정,-,,
팬스타엔터프라이즈,제24기(전기),회계법인 원지,적정,-,,
팬스타엔터프라이즈,제23기(전전기),회계법인 원지,적정,-,,
팬엔터테인먼트,제22기(당기),우리회계법인,적정,-,,
팬엔터테인먼트,제21기(전기),우리회계법인,적정,-,,
팬엔터테인먼트,제20기(전전기),우리회계법인,적정,-,,
팬오션,제54기(당기),삼일회계법인,적정,-,해당사항 없음,기업회계기준서 제1116호 '리스' 도입에 따른 리스이용자의 회계처리 및 공시
팬오션,제53기(전기),삼일회계법인,적정,-,해당사항 없음,운항 및 대선 수익인식
팬오션,제52기(전전기),삼일회계법인,적정,-,"추정의 불확실성 및 중요한 우발상황의 존재
연결재무제표에 대한 주석 20와 31에서 설명하고 있는 바와 같이, 회사는 회생채무 관련 조사확정재판 등 현실화 가능한 우발채무를 충당부채로 계상하였습니다. 그러나, 현실화 가능성이 높지않다고 판단한 우발부채(총 시인금액 및 소송제기금액 89,089백만원 중 66,408백만원)는 채권조사확정재판 등의 결과에 따라 추가적인 의무를 부담할 수 있는 불확실성에 노출되어 있습니다.-",해당사항 없음
팬젠,제10기(당기),한울회계법인,적정,-,,
팬젠,제9기(전기),한울회계법인,적정,-,,
팬젠,제8기(전전기),한울회계법인,적정,-,,
팸텍,제15기(당기),태성회계법인,적정,-,해당사항 없음,
팸텍,제14기(전기),태성회계법인,적정,-,해당사항 없음,
팸텍,제13기(전전기),태성회계법인,적정,-,해당사항 없음,
퍼스텍,제45기 (당기),삼일회계법인,적정,-,특이사항 없음,특이사항 없음
퍼스텍,제44기 (전기),삼일회계법인,적정,-,특이사항 없음,특이사항 없음
퍼스텍,제43기 (전전기),삼일회계법인,적정,-,특이사항 없음,특이사항 없음
퍼시스,제37기(당기),삼덕회계법인,"우리의 의견으로는 별첨된 회사의 재무제표는 회사의 2019년 12월 31일과 2018년 12월 31일 현재의 재무상태와 동일로 종료되는 양 보고기간의 재무성과 및 현금흐름을 한국채택국제회계기준에 따라, 중요성의 관점에서 공정하게 표시하고 있습니다.",-,해당사항 없음,"회사는 사무용 가구를 생산, 판매하는 업체로서  매출의 주요 경로는 국내 유통 대리점 매출, 본사계약에 의한  특판매출, 관계사 매출, 그리고 해외매출로 구성되어 있습니다. 이러한 수익의 인식과 관련하여 고유한 위험이 존재하며, 이러한 관점에서 수익의 인식과 관련한 매출액의 과대 계상 오류의 가능성이 존재한다고 가정을 하였으며,  이에 따라 수익인식의 적정성을 핵심감사사항으로 판단하였습니다."
퍼시스,제36기(전기),삼덕회계법인,"우리의 의견으로는 별첨된 회사의 재무제표는 회사의 2018년 12월 31일과 2017년 12월 31일 현재의 재무상태와 동일로 종료되는 양 보고기간의 재무성과 및 현금흐름을 한국채택국제회계기준에 따라, 중요성의 관점에서 공정하게 표시하고 있습니다.",-,해당사항 없음,해당사항 없음
퍼시스,제35기(전전기),삼덕회계법인,우리의 의견으로는 회사의 재무제표는 주식회사 퍼시스의 2017년 12월 31일과 2016년 12월 31일 현재의 재무상태와 동일로 종료되는 양 보고기간의 재무성과 및 현금흐름을 한국채택국제회계기준에 따라 중요성의 관점에서 공정하게 표시하고 있습니다.,-,"당기 중 특수관계자인 (주)일룸 등에 49,316백만원(총매출액의 17.04%)의 매출이 발생하였으며, 63,559백만원의 원재료 및 상품을 매입하였습니다. 이로 인하여 재무제표일 현재 관련 매출채권과 매입채무 잔액은 각각 5,624백만원과 8,524백만원입니다. ",해당사항 없음
펄어비스,제 11 기 (당기),삼일회계법인,적정,-,해당사항 없음,"(연결) Pearl Abyss Iceland ehf. 현금창출단위와 관련한 영업권 손상평가
(별도) 종속기업투자주식(Pearl Abyss Iceland ehf.) 손상평가"
펄어비스,제 10 기 (전기),삼일회계법인,적정,-,,
펄어비스,제 9 기 (전전기)(주1),삼정회계법인,적정,-,,
펌텍코리아,"제19기
(당기)", 우리회계법인,적정,-,해당 없음.,주1)
펌텍코리아,"제18기
(전기)", 삼정회계법인(지정),적정,-,주1),주1)
펌텍코리아,"제17기
(전전기)", 삼정회계법인(지정),한정,-,주1),주1)
페이퍼코리아,제67기(당기),진일회계법인,적정,-,,투입법에 따른 수익인식
페이퍼코리아,제66기(전기),삼일회계법인,적정,-,,투입법에 따른 수익인식
페이퍼코리아,제65기(전전기),삼일회계법인,적정,-,계속기업가정 불확실성,투입법에 따른 수익인식
펨토바이오메드,제 9기(당기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
펨토바이오메드,제 8기(전기),태성회계법인,적정,-,해당사항 없음,해당사항 없음
펨토바이오메드,제 7기(전전기),태성회계법인,적정,-,해당사항 없음,해당사항 없음
펩트론,제23기(당기),삼덕회계법인,적정,-,,
펩트론,제22기(전기),삼덕회계법인,적정,-,,
펩트론,제21기(전전기)(주1),삼덕회계법인,적정,-,,
평택에너지서비스,제12기(당기),한영회계법인,적정,-,,
평택에너지서비스,제11기(전기),한영회계법인,적정,-,,
평택에너지서비스,제10기(전전기),한영회계법인,적정,-,,
평화산업,제14기(당기),삼일회계법인,적정,-,특기사항 없음,손상검사
평화산업,제13기(전기),삼일회계법인,적정,-,특기사항 없음,
평화산업,제12기(전전기),삼일회계법인,적정,-,특기사항 없음,
평화홀딩스,제46기(당기),삼일회계법인,적정,-,특기사항 없음,손상검사
평화홀딩스,제45기(전기),삼일회계법인,적정,-,특기사항 없음,
평화홀딩스,제44기(전전기),삼일회계법인,적정,-,특기사항 없음,
포메탈,제35기(당기),삼일회계법인,적정,-,,
포메탈,제34기(전기),삼일회계법인,적정,-,,
포메탈,제33기(전전기),삼일회계법인,적정,-,,
포스코DX,제31기(당기),한영회계법인,적정,-,해당사항 없음,- 총계약원가 추정의 불확실성- 계약변경에 대한 회계처리 
포스코DX,제30기(전기),한영회계법인,적정,-,해당사항 없음,- 미청구공사금액 회수가능성- 공사변경에 따른 회계처리의 적절성 관련- 총계약원가 추정의 불확실성
포스코DX,제29기(전전기),한영회계법인,적정,-,해당사항 없음,- 미청구공사금액 회수가능성- 공사변경에 따른 회계처리의 적절성 관련- 총계약원가 추정의 불확실성
포스코기술투자,제23기(당기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
포스코기술투자,제22기(전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
포스코기술투자,제21기(전전기),삼정회계법인,적정,-,기타- 전기재무제표 타감사인의 의견표명(적정),해당사항 없음
포스코스틸리온,제32기(당기),삼정회계법인,적정,-,해당사항 없음,"별도 및 연결재무제표에 대한 감사보고서 
핵심감사사항 참조"
포스코스틸리온,제31기(전기),삼정회계법인,적정,-,"별도 및 연결재무제표에 대한 감사보고서 
강조사항 및 기타사항 참조",
포스코스틸리온,제30기(전전기),한영회계법인,적정,-,해당사항 없음,
포스코에너지,제 21 기 (당기),삼정회계법인,적정,-,없음,
포스코에너지,제 20 기(전기),삼정회계법인,적정,-,없음,
포스코에너지,제 19 기(전전기),삼정회계법인,적정,-,없음,
포스코엠텍,제46기(당기),한영회계법인,적정,-,,특수관계자 등 거래 및 잔액 공시의 적정성
포스코엠텍,제45기(전기),삼일회계법인,적정,-,,
포스코엠텍,제44기(전전기),삼일회계법인,적정,-,,
포스코이앤씨,제 38 기,한영회계법인,적정,-, 해당사항없음, 수주산업 핵심감사사항
포스코이앤씨,제 37 기,한영회계법인,적정,-, 해당사항없음, 수주산업 핵심감사사항
포스코이앤씨,제 36 기,한영회계법인,적정,-,"수주산업 핵심감사항목에 
 대한 감사인의 강조사항 등 ", 해당사항없음
포스코인터내셔널,"제20기 
(당기)",한영회계법인,적정,-,해당사항 없음,"(1) 수익 인식 귀속 시기
(2) 대손충당금 평가"
포스코인터내셔널,"제19기
(전기)",한영회계법인,적정,-,해당사항 없음,"(1) 국외 매출의 발생사실
(2) 자산손상: 미얀마 아마라 호텔 프로젝트
(3) 관계기업투자 손상검사: 암바토비 니켈광 프로젝트"
포스코인터내셔널,"제18기
(전전기)",한영회계법인,적정,-,해당사항 없음,해당사항 없음
포스코퓨처엠,제49기(당기),한영회계법인,적정,-,해당사항 없음,"1) 특수관계자 등 거래 및 잔액 공시의 적정성
2) 사업결합 회계처리"
포스코퓨처엠,제48기(전기),한영회계법인,적정,-,해당사항 없음,해당사항 없음
포스코퓨처엠,제47기(전전기),한영회계법인,적정,-,해당사항 없음,해당사항 없음
포스코플랜텍,제31기(당기),한영회계법인,적정,-," - 계속기업 관련 중요한 불확실성
 - 수주산업 관련 투입법에 따른 수익인식, 총계약원가 추정의 불확실성, 미청구공
    사 의 회수가능성",해당사항 없음
포스코플랜텍,제30기(전기),한영회계법인,적정,-," - 계속기업 관련 중요한 불확실성
 - 수주산업 관련 투입법에 따른 수익인식, 총계약원가 추정의 불확실성, 
    공사진행률의 산정, 미청구공사의 회수가능성, 공사변경에 대한 회계처리",해당사항 없음
포스코플랜텍,제29기(전전기),한영회계법인,적정,-," - 계속기업의 불확실성
 - 수주산업 관련 투입법에 따른 수익인식, 총계약원가 추정의 불확실성, 
    공사진행률의 산정, 미청구공사의 회수가능성, 공사변경에 대한 회계처리",해당사항 없음
포시에스,제11기(당기),대주회계법인,적정,해당사항 없음,,
포시에스,제10기(전기),한신회계법인,적정,해당사항 없음,,
포시에스, 제9기(전전기),한신회계법인,적정,해당사항 없음,,
포앤티,제 30 기(당기),대성삼경회계법인,적정,-,,
포앤티,제 29 기(전기),대성삼경회계법인,적정,-,,
포앤티,제 28 기(전전기),대성삼경회계법인,적정,-,,
포인트엔지니어링,제4기(당기),삼일회계법인,적정,-,,
포인트엔지니어링,제3기(전기),삼일회계법인,적정,-,,
포인트엔지니어링,제2기(전전기),이촌회계법인,적정,-,,
포천파워,제12기(당기),안진회계법인,적정,-,,
포천파워,제11기(전기),안진회계법인,적정,-,,
포천파워,제10기(전전기),안진회계법인,적정,-,,
포커스에이치엔에스,제1기(당기),이촌회계법인,적정의견,-,,
포커스에이치엔에스,제1기(설립시점),이촌회계법인,적정의견,-,"회사는 2019년 7월 17일자로 무보증 사모 전환사채 990,000천원을 발행하였습니다. ",
포커스에이치엔에스,-,-,,-,,
포트로닉스천안,-,-,,-,,
포트로닉스천안,-,-,,-,,
포트로닉스천안,-,-,,-,,
폭스소프트,제15기(당기),회계법인 창천,적정,-,,
폭스소프트,제14기(전기),회계법인 창천,적정,-,,
폭스소프트,제13기(전전기),회계법인 상지원,적정,-,,
폴라리스세원,제28기(당기),정일회계법인,적정,-,,
폴라리스세원,제27기(전기),정일회계법인,적정,-,,
폴라리스세원,제26기(전전기),삼덕회계법인,적정,-,,
폴라리스쉬핑,제16기(당기),안진회계법인,적정,-,- 선박금융 관련 SPC의 연결범위 오류,
폴라리스쉬핑,제15기(전기),한영회계법인,적정,-,,
폴라리스쉬핑,제14기(전전기),한울회계법인,적정,-,,
폴라리스오피스,제23기 (당기),안세회계법인,적정,-,해당사항 없음,
폴라리스오피스,제22기 (전기),안세회계법인,적정,-,해당사항 없음,
폴라리스오피스,제21기 (전전기),삼정회계법인,적정,-,해당사항 없음,
폴라리스우노,제21기(당기),신한회계법인,적정,-,"재무제표 이용자는 재무제표에 대한 
주석 39에 주의를 기울여야 할 필요가 있습니다.
재무제표에 대한 
주석 39은 기타포괄손익-공정가치금융자산의 
보고기간후 공정가치 평가를 기술하고 있습니다. 
우리의 의견은 이 사항으로부터 영향을 받지 아니합니다.",
폴라리스우노,제20기(전기),신한회계법인,적정,-,,
폴라리스우노,제19기(전전기),신한회계법인,적정,-,,
폴루스,제 4기(당기),참회계법인,거절,-,주1),
폴루스,제 3기(전기),삼일회계법인,거절,-,해당사항 없음,
폴루스,제 2기(전전기),한영회계법인,적정,-,해당사항 없음,
폴루스바이오팜,제48기(당기),참회계법인,거절,-,,
폴루스바이오팜,제47기(전기),성도회계법인,한정,-,,
폴루스바이오팜,제46기(전전기),성도회계법인,적정,-,,
푸드나무,제7기(당기),정진세림회계법인,적정,-,해당사항없음,해당사항없음
푸드나무,제6기(전기),삼일회계법인,적정,-,해당사항없음,해당사항없음
푸드나무,제5기(전전기),삼일회계법인,적정,-,해당사항없음,해당사항없음
푸드웰,제53기(당기),안경회계법인,적정,-,해당사항없음,
푸드웰,제52기(전기),안경회계법인,적정,-,해당사항없음,
푸드웰,제51기(전전기),안경회계법인,적정,-,해당사항없음,
푸르덴셜파이낸셜인크,-,-,,-,,
푸르덴셜파이낸셜인크,-,-,,-,,
푸르덴셜파이낸셜인크,-,-,,-,,
푸른기술,제23기(당기),삼화회계법인,적정,-,,
푸른기술,제22기(전기),삼화회계법인,적정,-,,
푸른기술,제21기(전전기),삼화회계법인,적정,-,,
푸른저축은행,제50기(당기),신한회계법인,적정,-,해당사항 없음,대출채권의 손실충당금 평가
푸른저축은행,제49기(전기),신한회계법인,적정,-,해당사항 없음,
푸른저축은행,제48기(전전기),신한회계법인,적정,-,해당사항 없음,
푸본현대생명보험,제17기(당기),삼일회계법인,적정,-,해당사항없음,해당사항없음
푸본현대생명보험,제16기(전기),삼일회계법인,적정,-,해당사항없음,해당사항없음
푸본현대생명보험,제15기(전전기),삼일회계법인,적정,-,해당사항없음,해당사항없음
풀무원,제36기(당기),삼정회계법인,적정,-,,
풀무원,제35기(전기),삼정회계법인,적정,-,,
풀무원,제34기(전전기),삼일회계법인,적정,-,,
풀무원식품,제12기(당기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
풀무원식품,제11기(전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
풀무원식품,제10기(전전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
풍강,제45기(당기),성도이현회계법인,적정,한국채택국제회계기준에 따라 중요성의 관점에서 공정하게 표시하고 있습니다.,,
